VM,PowerState,OS according to the configuration file,CPUs,Memory,Provisioned (GB),Used (GB),Datacenter,Cluster,Host,Network #1,IP Address #1,Folder
cache-08567,poweredOn,centos 7.9,4,32768,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan32,10.20.4.144,/prod/cache
db-08568,poweredOn,centos 7.9,14,32768,491,245.5,dc2,cl-db,cl-db-esx01,dvPG-vlan64,10.20.56.183,/prod/db
app-08569,poweredOn,centos 7.9,4,13312,149,74.5,dc2,cl-app,cl-app-esx01,dvPG-vlan22,10.20.36.62,/dev/app
app-08570,poweredOn,centos 7.9,2,5120,164,82.0,dc1,cl-app,cl-app-esx01,dvPG-vlan38,10.10.31.19,/prod/app
app-08571,poweredOn,rhel 8.6,7,11264,146,73.0,dc2,cl-app,cl-app-esx01,dvPG-vlan54,10.20.12.194,/prod/app
app-08572,poweredOn,rhel 8.6,8,15360,142,71.0,dc3,cl-app,cl-app-esx01,dvPG-vlan15,10.30.2.242,/prod/app
app-08573,poweredOn,centos 7.9,3,13312,135,67.5,dc1,cl-app,cl-app-esx01,dvPG-vlan39,10.10.4.117,/staging/app
srv-08574,poweredOn,debian 11,4,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan59,10.10.51.154,/prod/general
srv-08575,poweredOn,debian 11,7,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan82,10.10.6.75,/staging/general
web-08576,poweredOn,ubuntu 22.04,3,4096,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan28,10.30.32.25,/prod/web
app-08577,poweredOn,ubuntu 22.04,7,15360,150,75.0,dc2,cl-app,cl-app-esx01,dvPG-vlan47,10.20.17.136,/prod/app
app-08579,poweredOn,ubuntu 22.04,7,13312,177,88.5,dc1,cl-app,cl-app-esx01,dvPG-vlan17,10.10.60.250,/prod/app
app-08580,poweredOn,rhel 8.6,6,14336,141,70.5,dc2,cl-app,cl-app-esx01,dvPG-vlan73,10.20.40.161,/prod/app
db-08581,poweredOn,centos 7.9,11,44032,466,233.0,dc2,cl-db,cl-db-esx01,dvPG-vlan50,10.20.53.230,/prod/db
app-08582,poweredOn,ubuntu 22.04,8,15360,150,75.0,dc1,cl-app,cl-app-esx01,dvPG-vlan22,10.10.23.25,/prod/app
app-08583,poweredOn,centos 7.9,8,6144,162,81.0,dc1,cl-app,cl-app-esx01,dvPG-vlan80,10.10.25.88,/prod/app
app-08584,poweredOn,ubuntu 22.04,7,13312,176,88.0,dc1,cl-app,cl-app-esx01,dvPG-vlan48,10.10.10.10,/dev/app
db-08585,poweredOn,centos 7.9,13,41984,462,231.0,dc2,cl-db,cl-db-esx01,dvPG-vlan74,10.20.5.190,/prod/db
db-08586,poweredOn,centos 7.9,13,65536,482,241.0,dc1,cl-db,cl-db-esx01,dvPG-vlan69,10.10.20.215,/prod/db
srv-08587,poweredOn,ubuntu 22.04,6,13312,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan60,10.10.50.129,/prod/general
web-08588,poweredOn,ubuntu 22.04,3,6144,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan76,10.20.41.28,/staging/web
web-08589,poweredOn,centos 8.4,2,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan67,10.10.5.94,/prod/web
web-08590,poweredOn,centos 8.4,2,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan44,10.10.52.141,/prod/web
app-08591,poweredOn,centos 7.9,7,6144,179,89.5,dc3,cl-app,cl-app-esx01,dvPG-vlan51,10.30.21.55,/prod/app
srv-08592,poweredOn,centos 7.9,4,7168,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan69,10.20.17.103,/prod/general
srv-08593,poweredOn,2019,3,6144,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan15,10.20.16.25,/prod/general
srv-08594,poweredOn,debian 11,7,7168,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan14,10.10.6.199,/prod/general
app-08595,poweredOn,rhel 8.6,2,8192,136,68.0,dc1,cl-app,cl-app-esx01,dvPG-vlan38,10.10.28.121,/prod/app
app-08596,poweredOn,ubuntu 22.04,2,14336,174,87.0,dc3,cl-app,cl-app-esx01,dvPG-vlan23,10.30.53.150,/dev/app
db-08597,poweredOn,oracle linux 8.6,15,37888,500,250.0,dc1,cl-db,cl-db-esx01,dvPG-vlan48,10.10.10.45,/prod/db
app-08598,poweredOn,rhel 8.6,7,11264,157,78.5,dc1,cl-app,cl-app-esx01,dvPG-vlan56,10.10.14.16,/prod/app
app-08599,poweredOn,rhel 8.6,6,16384,138,69.0,dc2,cl-app,cl-app-esx01,dvPG-vlan10,10.20.23.182,/staging/app
db-08601,poweredOn,oracle linux 8.6,13,36864,488,244.0,dc2,cl-db,cl-db-esx01,dvPG-vlan80,10.20.36.184,/prod/db
app-08602,poweredOn,rhel 8.6,7,5120,149,74.5,dc1,cl-app,cl-app-esx01,dvPG-vlan14,10.10.16.94,/prod/app
app-08603,poweredOn,rhel 8.6,4,14336,170,85.0,dc1,cl-app,cl-app-esx01,dvPG-vlan53,10.10.25.8,/prod/app
web-08604,poweredOn,centos 8.4,2,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan83,10.10.1.207,/prod/web
app-08605,poweredOn,ubuntu 22.04,7,6144,145,72.5,dc1,cl-app,cl-app-esx01,dvPG-vlan62,10.10.28.181,/prod/app
app-08606,poweredOn,rhel 8.6,6,6144,155,77.5,dc1,cl-app,cl-app-esx01,dvPG-vlan50,10.10.16.132,/staging/app
srv-08607,poweredOn,centos 7.9,3,7168,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan83,10.10.10.17,/prod/general
app-08608,poweredOn,rhel 8.6,4,8192,147,73.5,dc1,cl-app,cl-app-esx01,dvPG-vlan33,10.10.50.13,/prod/app
app-08609,poweredOn,rhel 8.6,5,14336,172,86.0,dc1,cl-app,cl-app-esx01,dvPG-vlan88,10.10.50.64,/staging/app
srv-08610,poweredOn,centos 7.9,2,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan30,10.10.50.166,/prod/general
app-08612,poweredOn,centos 7.9,2,14336,153,76.5,dc2,cl-app,cl-app-esx01,dvPG-vlan64,10.20.53.83,/prod/app
app-08615,poweredOn,rhel 8.6,5,16384,135,67.5,dc1,cl-app,cl-app-esx01,dvPG-vlan22,10.10.9.179,/dev/app
srv-08617,poweredOn,debian 11,8,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan55,10.10.59.168,/prod/general
srv-08619,poweredOn,ubuntu 22.04,3,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan19,10.10.54.45,/prod/general
srv-08620,poweredOn,centos 7.9,3,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan80,10.10.20.79,/prod/general
app-08621,poweredOn,rhel 8.6,2,4096,141,70.5,dc1,cl-app,cl-app-esx01,dvPG-vlan31,10.10.26.240,/prod/app
db-08622,poweredOn,centos 7.9,16,36864,466,233.0,dc1,cl-db,cl-db-esx01,dvPG-vlan69,10.10.16.52,/prod/db
web-08623,poweredOn,centos 8.4,3,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan28,10.10.53.100,/staging/web
app-08625,poweredOn,ubuntu 22.04,4,9216,178,89.0,dc1,cl-app,cl-app-esx01,dvPG-vlan83,10.10.58.193,/prod/app
app-08626,poweredOn,centos 7.9,3,4096,135,67.5,dc2,cl-app,cl-app-esx01,dvPG-vlan16,10.20.53.114,/prod/app
web-08627,poweredOn,centos 8.4,3,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan33,10.10.7.131,/prod/web
web-08629,poweredOn,ubuntu 22.04,2,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan40,10.10.18.22,/prod/web
mon-08630,poweredOn,ubuntu 22.04,2,5120,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan71,10.10.54.87,/prod/monitoring
srv-08631,poweredOn,debian 11,6,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan45,10.10.11.175,/prod/general
cache-08632,poweredOn,centos 7.9,4,30720,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan47,10.10.23.160,/dev/cache
app-08633,poweredOn,rhel 8.6,5,8192,140,70.0,dc1,cl-app,cl-app-esx01,dvPG-vlan86,10.10.12.38,/prod/app
app-08634,poweredOn,rhel 8.6,6,15360,135,67.5,dc3,cl-app,cl-app-esx01,dvPG-vlan19,10.30.25.133,/prod/app
web-08635,poweredOn,ubuntu 22.04,3,4096,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan17,10.20.20.154,/staging/web
srv-08636,poweredOn,2019,5,13312,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan13,10.20.36.243,/prod/general
app-08637,poweredOn,rhel 8.6,6,14336,172,86.0,dc3,cl-app,cl-app-esx01,dvPG-vlan11,10.30.3.136,/dev/app
srv-08638,poweredOn,ubuntu 22.04,5,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan87,10.10.1.189,/staging/general
srv-08639,poweredOn,ubuntu 22.04,4,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan68,10.10.29.77,/staging/general
app-08640,poweredOn,centos 7.9,6,16384,170,85.0,dc1,cl-app,cl-app-esx01,dvPG-vlan48,10.10.12.215,/prod/app
app-08642,poweredOn,centos 7.9,2,5120,161,80.5,dc1,cl-app,cl-app-esx01,dvPG-vlan57,10.10.55.193,/prod/app
web-08644,poweredOn,centos 8.4,3,4096,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan83,10.20.24.154,/prod/web
db-08645,poweredOn,centos 7.9,10,37888,489,244.5,dc2,cl-db,cl-db-esx01,dvPG-vlan42,10.20.43.29,/prod/db
app-08646,poweredOn,ubuntu 22.04,6,8192,174,87.0,dc1,cl-app,cl-app-esx01,dvPG-vlan78,10.10.60.22,/prod/app
cache-08647,poweredOn,centos 7.9,4,32768,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan27,10.10.29.141,/prod/cache
app-08649,poweredOn,rhel 8.6,3,16384,145,72.5,dc1,cl-app,cl-app-esx01,dvPG-vlan62,10.10.47.69,/staging/app
db-08650,poweredOn,oracle linux 8.6,16,56320,458,229.0,dc1,cl-db,cl-db-esx01,dvPG-vlan32,10.10.45.79,/prod/db
app-08651,poweredOn,rhel 8.6,4,15360,176,88.0,dc1,cl-app,cl-app-esx01,dvPG-vlan24,10.10.2.129,/prod/app
srv-08652,poweredOn,2019,3,4096,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan16,10.20.8.28,/prod/general
app-08653,poweredOn,centos 7.9,4,12288,168,84.0,dc1,cl-app,cl-app-esx01,dvPG-vlan60,10.10.3.76,/dev/app
app-08654,poweredOn,rhel 8.6,3,9216,164,82.0,dc1,cl-app,cl-app-esx01,dvPG-vlan74,10.10.8.159,/prod/app
app-08655,poweredOn,centos 7.9,5,5120,138,69.0,dc1,cl-app,cl-app-esx01,dvPG-vlan58,10.10.32.12,/prod/app
srv-08656,poweredOn,ubuntu 22.04,4,13312,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan10,10.10.26.239,/prod/general
app-08657,poweredOn,centos 7.9,5,5120,137,68.5,dc2,cl-app,cl-app-esx01,dvPG-vlan11,10.20.1.204,/prod/app
app-08658,poweredOn,rhel 8.6,4,13312,177,88.5,dc1,cl-app,cl-app-esx01,dvPG-vlan37,10.10.3.192,/staging/app
app-08659,poweredOn,centos 7.9,8,14336,150,75.0,dc1,cl-app,cl-app-esx01,dvPG-vlan73,10.10.40.193,/staging/app
web-08660,poweredOn,ubuntu 22.04,4,6144,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan59,10.20.40.41,/prod/web
web-08662,poweredOn,centos 8.4,2,7168,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan27,10.20.33.140,/prod/web
db-08664,poweredOn,oracle linux 8.6,9,58368,500,250.0,dc1,cl-db,cl-db-esx01,dvPG-vlan51,10.10.15.114,/prod/db
app-08665,poweredOn,rhel 8.6,8,8192,137,68.5,dc1,cl-app,cl-app-esx01,dvPG-vlan62,10.10.18.203,/prod/app
srv-08666,poweredOn,ubuntu 22.04,8,7168,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan69,10.10.46.80,/prod/general
app-08667,poweredOn,centos 7.9,8,12288,151,75.5,dc1,cl-app,cl-app-esx01,dvPG-vlan48,10.10.60.85,/prod/app
app-08668,poweredOn,centos 7.9,5,8192,144,72.0,dc1,cl-app,cl-app-esx01,dvPG-vlan29,10.10.12.66,/dev/app
srv-08669,poweredOn,debian 11,6,13312,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan11,10.10.40.217,/prod/general
app-08673,poweredOn,rhel 8.6,8,10240,161,80.5,dc1,cl-app,cl-app-esx01,dvPG-vlan80,10.10.31.238,/prod/app
srv-08674,poweredOn,centos 7.9,3,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan41,10.10.14.7,/prod/general
app-08675,poweredOn,ubuntu 22.04,8,15360,135,67.5,dc1,cl-app,cl-app-esx01,dvPG-vlan48,10.10.11.193,/prod/app
cache-08676,poweredOn,centos 7.9,4,32768,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan27,10.10.30.119,/staging/cache
app-08677,poweredOn,centos 7.9,3,5120,157,78.5,dc1,cl-app,cl-app-esx01,dvPG-vlan10,10.10.38.164,/staging/app
srv-08678,poweredOn,debian 11,3,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan34,10.20.24.231,/prod/general
srv-08679,poweredOn,debian 11,8,5120,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan28,10.30.50.125,/prod/general
web-08680,poweredOn,centos 8.4,4,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan34,10.10.53.19,/prod/web
web-08681,poweredOn,centos 8.4,2,4096,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan90,10.30.52.91,/prod/web
app-08682,poweredOn,ubuntu 22.04,6,14336,151,75.5,dc3,cl-app,cl-app-esx01,dvPG-vlan53,10.30.35.143,/prod/app
db-08683,poweredOn,centos 7.9,12,39936,477,238.5,dc1,cl-db,cl-db-esx01,dvPG-vlan44,10.10.8.232,/staging/db
app-08684,poweredOn,centos 7.9,7,7168,147,73.5,dc1,cl-app,cl-app-esx01,dvPG-vlan57,10.10.4.186,/prod/app
db-08686,poweredOn,centos 7.9,13,49152,458,229.0,dc2,cl-db,cl-db-esx01,dvPG-vlan73,10.20.31.8,/prod/db
web-08687,poweredOn,ubuntu 22.04,2,4096,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan75,10.20.44.119,/dev/web
cache-08688,poweredOn,centos 7.9,4,30720,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan90,10.10.1.14,/prod/cache
app-08689,poweredOn,rhel 8.6,3,7168,156,78.0,dc1,cl-app,cl-app-esx01,dvPG-vlan30,10.10.15.113,/prod/app
app-08690,poweredOn,rhel 8.6,5,11264,167,83.5,dc3,cl-app,cl-app-esx01,dvPG-vlan52,10.30.50.57,/prod/app
app-08691,poweredOn,centos 7.9,2,9216,144,72.0,dc1,cl-app,cl-app-esx01,dvPG-vlan23,10.10.58.162,/prod/app
app-08692,poweredOn,rhel 8.6,7,14336,171,85.5,dc1,cl-app,cl-app-esx01,dvPG-vlan71,10.10.35.12,/prod/app
srv-08693,poweredOn,2019,8,6144,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan24,10.30.36.150,/prod/general
db-08694,poweredOn,oracle linux 8.6,8,54272,490,245.0,dc3,cl-db,cl-db-esx01,dvPG-vlan88,10.30.36.215,/prod/db
app-08695,poweredOn,rhel 8.6,3,6144,142,71.0,dc1,cl-app,cl-app-esx01,dvPG-vlan39,10.10.26.9,/staging/app
db-08696,poweredOn,oracle linux 8.6,9,43008,482,241.0,dc2,cl-db,cl-db-esx01,dvPG-vlan17,10.20.51.187,/prod/db
srv-08697,poweredOn,ubuntu 22.04,7,8192,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan84,10.20.25.2,/staging/general
app-08698,poweredOn,centos 7.9,3,5120,176,88.0,dc1,cl-app,cl-app-esx01,dvPG-vlan74,10.10.54.193,/prod/app
srv-08699,poweredOn,centos 7.9,4,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan20,10.10.37.230,/staging/general
srv-08700,poweredOn,debian 11,6,6144,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan72,10.20.11.47,/prod/general
srv-08701,poweredOn,centos 7.9,8,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan52,10.10.34.10,/staging/general
app-08702,poweredOn,centos 7.9,2,8192,134,67.0,dc1,cl-app,cl-app-esx01,dvPG-vlan90,10.10.7.232,/dev/app
srv-08703,poweredOn,2019,2,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan41,10.10.4.82,/prod/general
srv-08704,poweredOn,ubuntu 22.04,4,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan64,10.10.48.65,/prod/general
app-08705,poweredOn,centos 7.9,8,11264,165,82.5,dc1,cl-app,cl-app-esx01,dvPG-vlan32,10.10.9.164,/prod/app
web-08706,poweredOn,ubuntu 22.04,2,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan61,10.10.55.160,/prod/web
app-08707,poweredOn,rhel 8.6,4,10240,144,72.0,dc2,cl-app,cl-app-esx01,dvPG-vlan89,10.20.47.114,/prod/app
srv-08708,poweredOn,ubuntu 22.04,7,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan28,10.10.31.157,/prod/general
app-08709,poweredOn,ubuntu 22.04,3,12288,156,78.0,dc1,cl-app,cl-app-esx01,dvPG-vlan78,10.10.55.32,/staging/app
cache-08710,poweredOn,centos 7.9,4,20480,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan58,10.10.6.73,/staging/cache
srv-08711,poweredOn,debian 11,3,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan14,10.10.22.116,/prod/general
srv-08712,poweredOn,debian 11,3,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan89,10.10.46.117,/staging/general
app-08714,poweredOn,ubuntu 22.04,3,4096,148,74.0,dc1,cl-app,cl-app-esx01,dvPG-vlan26,10.10.60.234,/prod/app
srv-08715,poweredOn,2019,6,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan36,10.10.16.60,/prod/general
srv-08716,poweredOn,ubuntu 22.04,3,9216,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan45,10.10.41.121,/prod/general
app-08717,poweredOn,rhel 8.6,7,8192,179,89.5,dc1,cl-app,cl-app-esx01,dvPG-vlan26,10.10.59.173,/prod/app
mon-08718,poweredOn,ubuntu 22.04,3,5120,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan63,10.10.60.197,/prod/monitoring
cache-08719,poweredOn,centos 7.9,4,18432,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan74,10.10.29.162,/prod/cache
app-08720,poweredOn,ubuntu 22.04,8,14336,151,75.5,dc1,cl-app,cl-app-esx01,dvPG-vlan70,10.10.10.129,/prod/app
app-08721,poweredOn,rhel 8.6,8,16384,172,86.0,dc1,cl-app,cl-app-esx01,dvPG-vlan69,10.10.57.235,/prod/app
app-08722,poweredOn,ubuntu 22.04,3,16384,162,81.0,dc1,cl-app,cl-app-esx01,dvPG-vlan23,10.10.8.73,/prod/app
srv-08723,poweredOn,2019,5,8192,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan79,10.20.8.190,/prod/general
app-08724,poweredOn,centos 7.9,4,13312,150,75.0,dc1,cl-app,cl-app-esx01,dvPG-vlan34,10.10.43.129,/staging/app
mon-08726,poweredOn,ubuntu 22.04,4,4096,40,20.0,dc2,cl-monitoring,cl-monitoring-esx01,dvPG-vlan68,10.20.7.97,/prod/monitoring
app-08729,poweredOn,rhel 8.6,3,15360,161,80.5,dc3,cl-app,cl-app-esx01,dvPG-vlan37,10.30.38.170,/prod/app
app-08730,poweredOn,rhel 8.6,6,14336,168,84.0,dc1,cl-app,cl-app-esx01,dvPG-vlan46,10.10.51.200,/prod/app
db-08731,poweredOn,oracle linux 8.6,16,48128,456,228.0,dc1,cl-db,cl-db-esx01,dvPG-vlan86,10.10.3.198,/prod/db
app-08732,poweredOn,centos 7.9,6,8192,134,67.0,dc1,cl-app,cl-app-esx01,dvPG-vlan54,10.10.45.127,/prod/app
srv-08733,poweredOn,debian 11,6,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan26,10.10.54.100,/prod/general
srv-08734,poweredOn,2019,7,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan66,10.10.28.60,/prod/general
app-08735,poweredOn,rhel 8.6,2,10240,156,78.0,dc2,cl-app,cl-app-esx01,dvPG-vlan56,10.20.28.66,/prod/app
srv-08736,poweredOn,centos 7.9,4,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan45,10.10.25.85,/staging/general
web-08737,poweredOn,centos 8.4,4,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan10,10.10.39.57,/dev/web
mon-08738,poweredOn,ubuntu 22.04,2,6144,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan56,10.10.54.234,/prod/monitoring
app-08740,poweredOn,ubuntu 22.04,4,15360,135,67.5,dc2,cl-app,cl-app-esx01,dvPG-vlan67,10.20.5.167,/prod/app
mon-08741,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan12,10.10.39.29,/prod/monitoring
srv-08742,poweredOn,centos 7.9,8,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan78,10.10.21.82,/prod/general
app-08743,poweredOn,ubuntu 22.04,3,12288,148,74.0,dc2,cl-app,cl-app-esx01,dvPG-vlan88,10.20.30.2,/prod/app
srv-08744,poweredOn,ubuntu 22.04,4,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan61,10.10.4.56,/staging/general
app-08745,poweredOn,rhel 8.6,3,6144,138,69.0,dc2,cl-app,cl-app-esx01,dvPG-vlan50,10.20.32.89,/prod/app
web-08746,poweredOn,ubuntu 22.04,3,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan85,10.10.44.129,/prod/web
db-08747,poweredOn,oracle linux 8.6,10,54272,488,244.0,dc1,cl-db,cl-db-esx01,dvPG-vlan25,10.10.49.212,/prod/db
web-08748,poweredOn,ubuntu 22.04,4,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan37,10.10.11.98,/staging/web
srv-08749,poweredOn,debian 11,7,13312,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan51,10.30.60.12,/prod/general
cache-08752,poweredOn,centos 7.9,4,25600,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan58,10.10.9.224,/prod/cache
srv-08753,poweredOn,2019,5,13312,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan19,10.30.40.132,/prod/general
srv-08755,poweredOn,debian 11,8,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan90,10.10.7.146,/prod/general
srv-08756,poweredOn,2019,5,8192,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan22,10.30.32.66,/prod/general
web-08757,poweredOn,centos 8.4,3,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan44,10.10.24.13,/staging/web
srv-08758,poweredOn,2019,6,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan90,10.10.27.140,/prod/general
srv-08759,poweredOn,debian 11,2,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan66,10.20.49.35,/prod/general
srv-08761,poweredOn,centos 7.9,7,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan29,10.10.2.209,/prod/general
db-08762,poweredOn,oracle linux 8.6,16,64512,450,225.0,dc2,cl-db,cl-db-esx01,dvPG-vlan55,10.20.10.191,/prod/db
app-08763,poweredOn,centos 7.9,8,16384,177,88.5,dc2,cl-app,cl-app-esx01,dvPG-vlan10,10.20.25.111,/prod/app
srv-08764,poweredOn,2019,4,8192,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan32,10.20.44.49,/staging/general
app-08765,poweredOn,ubuntu 22.04,2,10240,158,79.0,dc2,cl-app,cl-app-esx01,dvPG-vlan27,10.20.50.78,/dev/app
cache-08766,poweredOn,centos 7.9,4,21504,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan56,10.20.45.150,/dev/cache
cache-08767,poweredOn,centos 7.9,4,30720,40,20.0,dc3,cl-cache,cl-cache-esx01,dvPG-vlan79,10.30.53.70,/prod/cache
mon-08768,poweredOn,ubuntu 22.04,4,8192,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan85,10.10.47.5,/prod/monitoring
app-08769,poweredOn,rhel 8.6,3,9216,142,71.0,dc1,cl-app,cl-app-esx01,dvPG-vlan48,10.10.14.196,/staging/app
app-08770,poweredOn,rhel 8.6,7,8192,132,66.0,dc1,cl-app,cl-app-esx01,dvPG-vlan74,10.10.18.51,/staging/app
cache-08771,poweredOn,centos 7.9,4,29696,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan52,10.10.56.11,/staging/cache
app-08772,poweredOn,ubuntu 22.04,2,16384,173,86.5,dc1,cl-app,cl-app-esx01,dvPG-vlan15,10.10.49.178,/dev/app
web-08773,poweredOn,ubuntu 22.04,3,4096,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan29,10.10.2.227,/prod/web
srv-08775,poweredOn,centos 7.9,5,5120,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan19,10.20.9.38,/prod/general
srv-08776,poweredOn,centos 7.9,5,6144,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan79,10.20.57.213,/prod/general
srv-08777,poweredOn,centos 7.9,2,4096,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan70,10.20.20.135,/staging/general
app-08778,poweredOn,ubuntu 22.04,2,7168,142,71.0,dc1,cl-app,cl-app-esx01,dvPG-vlan60,10.10.30.116,/prod/app
db-08781,poweredOn,oracle linux 8.6,11,63488,490,245.0,dc1,cl-db,cl-db-esx01,dvPG-vlan18,10.10.33.54,/prod/db
db-08782,poweredOn,oracle linux 8.6,9,63488,480,240.0,dc1,cl-db,cl-db-esx01,dvPG-vlan31,10.10.40.166,/prod/db
srv-08783,poweredOn,centos 7.9,4,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan80,10.10.35.27,/staging/general
app-08784,poweredOn,ubuntu 22.04,2,6144,156,78.0,dc1,cl-app,cl-app-esx01,dvPG-vlan85,10.10.22.12,/dev/app
db-08785,poweredOn,centos 7.9,10,36864,473,236.5,dc2,cl-db,cl-db-esx01,dvPG-vlan90,10.20.45.72,/dev/db
web-08786,poweredOn,ubuntu 22.04,2,4096,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan45,10.30.50.3,/prod/web
mon-08787,poweredOn,ubuntu 22.04,2,6144,40,20.0,dc2,cl-monitoring,cl-monitoring-esx01,dvPG-vlan27,10.20.21.158,/prod/monitoring
