VM,Disk,Capacity (GB),Disk Mode,Disk Type,Path
app-09221,Hard disk 1,50,persistent,THIN,/
app-09221,Hard disk 2,87,persistent,THIN,/data
app-09222,Hard disk 1,50,persistent,THIN,/
app-09222,Hard disk 2,99,persistent,THIN,/data
web-09223,Hard disk 1,40,persistent,THIN,/
app-09224,Hard disk 1,50,persistent,THIN,/
app-09224,Hard disk 2,80,persistent,THIN,/data
app-09226,Hard disk 1,50,persistent,THIN,/
app-09226,Hard disk 2,83,persistent,THIN,/data
cache-09227,Hard disk 1,40,persistent,THIN,/
srv-09229,Hard disk 1,50,persistent,THIN,/
db-09230,Hard disk 1,50,persistent,THIN,/
db-09230,Hard disk 2,415,persistent,THIN,/data
web-09231,Hard disk 1,40,persistent,THIN,/
app-09232,Hard disk 1,50,persistent,THIN,/
app-09232,Hard disk 2,95,persistent,THIN,/data
app-09233,Hard disk 1,50,persistent,THIN,/
app-09233,Hard disk 2,121,persistent,THIN,/data
web-09234,Hard disk 1,40,persistent,THIN,/
app-09235,Hard disk 1,50,persistent,THIN,/
app-09235,Hard disk 2,129,persistent,THIN,/data
app-09236,Hard disk 1,50,persistent,THIN,/
app-09236,Hard disk 2,122,persistent,THIN,/data
app-09237,Hard disk 1,50,persistent,THIN,/
app-09237,Hard disk 2,113,persistent,THIN,/data
app-09238,Hard disk 1,50,persistent,THIN,/
app-09238,Hard disk 2,103,persistent,THIN,/data
app-09239,Hard disk 1,50,persistent,THIN,/
app-09239,Hard disk 2,126,persistent,THIN,/data
web-09240,Hard disk 1,40,persistent,THIN,/
srv-09241,Hard disk 1,50,persistent,THIN,/
app-09242,Hard disk 1,50,persistent,THIN,/
app-09242,Hard disk 2,111,persistent,THIN,/data
srv-09244,Hard disk 1,50,persistent,THIN,/
db-09245,Hard disk 1,50,persistent,THIN,/
db-09245,Hard disk 2,428,persistent,THIN,/data
app-09246,Hard disk 1,50,persistent,THIN,/
app-09246,Hard disk 2,120,persistent,THIN,/data
srv-09247,Hard disk 1,50,persistent,THIN,/
db-09248,Hard disk 1,50,persistent,THIN,/
db-09248,Hard disk 2,430,persistent,THIN,/data
web-09250,Hard disk 1,40,persistent,THIN,/
cache-09253,Hard disk 1,40,persistent,THIN,/
srv-09254,Hard disk 1,50,persistent,THIN,/
app-09255,Hard disk 1,50,persistent,THIN,/
app-09255,Hard disk 2,97,persistent,THIN,/data
app-09256,Hard disk 1,50,persistent,THIN,/
app-09256,Hard disk 2,99,persistent,THIN,/data
web-09257,Hard disk 1,40,persistent,THIN,/
web-09258,Hard disk 1,40,persistent,THIN,/
srv-09260,Hard disk 1,50,persistent,THIN,/
srv-09263,Hard disk 1,50,persistent,THIN,/
app-09264,Hard disk 1,50,persistent,THIN,/
app-09264,Hard disk 2,100,persistent,THIN,/data
app-09265,Hard disk 1,50,persistent,THIN,/
app-09265,Hard disk 2,104,persistent,THIN,/data
app-09266,Hard disk 1,50,persistent,THIN,/
app-09266,Hard disk 2,103,persistent,THIN,/data
srv-09267,Hard disk 1,50,persistent,THIN,/
srv-09268,Hard disk 1,50,persistent,THIN,/
db-09269,Hard disk 1,50,persistent,THIN,/
db-09269,Hard disk 2,447,persistent,THIN,/data
db-09270,Hard disk 1,50,persistent,THIN,/
db-09270,Hard disk 2,433,persistent,THIN,/data
app-09271,Hard disk 1,50,persistent,THIN,/
app-09271,Hard disk 2,80,persistent,THIN,/data
db-09272,Hard disk 1,50,persistent,THIN,/
db-09272,Hard disk 2,447,persistent,THIN,/data
srv-09273,Hard disk 1,50,persistent,THIN,/
srv-09274,Hard disk 1,50,persistent,THIN,/
app-09275,Hard disk 1,50,persistent,THIN,/
app-09275,Hard disk 2,103,persistent,THIN,/data
db-09276,Hard disk 1,50,persistent,THIN,/
db-09276,Hard disk 2,426,persistent,THIN,/data
app-09277,Hard disk 1,50,persistent,THIN,/
app-09277,Hard disk 2,115,persistent,THIN,/data
app-09278,Hard disk 1,50,persistent,THIN,/
app-09278,Hard disk 2,120,persistent,THIN,/data
srv-09281,Hard disk 1,50,persistent,THIN,/
app-09282,Hard disk 1,50,persistent,THIN,/
app-09282,Hard disk 2,113,persistent,THIN,/data
srv-09285,Hard disk 1,50,persistent,THIN,/
srv-09286,Hard disk 1,50,persistent,THIN,/
srv-09287,Hard disk 1,50,persistent,THIN,/
app-09288,Hard disk 1,50,persistent,THIN,/
app-09288,Hard disk 2,106,persistent,THIN,/data
srv-09289,Hard disk 1,50,persistent,THIN,/
app-09290,Hard disk 1,50,persistent,THIN,/
app-09290,Hard disk 2,89,persistent,THIN,/data
srv-09291,Hard disk 1,50,persistent,THIN,/
app-09292,Hard disk 1,50,persistent,THIN,/
app-09292,Hard disk 2,113,persistent,THIN,/data
cache-09293,Hard disk 1,40,persistent,THIN,/
app-09295,Hard disk 1,50,persistent,THIN,/
app-09295,Hard disk 2,88,persistent,THIN,/data
srv-09296,Hard disk 1,50,persistent,THIN,/
srv-09297,Hard disk 1,50,persistent,THIN,/
srv-09298,Hard disk 1,50,persistent,THIN,/
srv-09299,Hard disk 1,50,persistent,THIN,/
app-09300,Hard disk 1,50,persistent,THIN,/
app-09300,Hard disk 2,103,persistent,THIN,/data
web-09301,Hard disk 1,40,persistent,THIN,/
app-09302,Hard disk 1,50,persistent,THIN,/
app-09302,Hard disk 2,108,persistent,THIN,/data
app-09303,Hard disk 1,50,persistent,THIN,/
app-09303,Hard disk 2,112,persistent,THIN,/data
db-09304,Hard disk 1,50,persistent,THIN,/
db-09304,Hard disk 2,448,persistent,THIN,/data
app-09305,Hard disk 1,50,persistent,THIN,/
app-09305,Hard disk 2,130,persistent,THIN,/data
app-09306,Hard disk 1,50,persistent,THIN,/
app-09306,Hard disk 2,95,persistent,THIN,/data
app-09307,Hard disk 1,50,persistent,THIN,/
app-09307,Hard disk 2,89,persistent,THIN,/data
srv-09308,Hard disk 1,50,persistent,THIN,/
app-09309,Hard disk 1,50,persistent,THIN,/
app-09309,Hard disk 2,94,persistent,THIN,/data
app-09310,Hard disk 1,50,persistent,THIN,/
app-09310,Hard disk 2,105,persistent,THIN,/data
app-09311,Hard disk 1,50,persistent,THIN,/
app-09311,Hard disk 2,123,persistent,THIN,/data
srv-09312,Hard disk 1,50,persistent,THIN,/
app-09313,Hard disk 1,50,persistent,THIN,/
app-09313,Hard disk 2,96,persistent,THIN,/data
app-09314,Hard disk 1,50,persistent,THIN,/
app-09314,Hard disk 2,127,persistent,THIN,/data
app-09316,Hard disk 1,50,persistent,THIN,/
app-09316,Hard disk 2,98,persistent,THIN,/data
srv-09317,Hard disk 1,50,persistent,THIN,/
app-09318,Hard disk 1,50,persistent,THIN,/
app-09318,Hard disk 2,85,persistent,THIN,/data
mon-09319,Hard disk 1,40,persistent,THIN,/
srv-09321,Hard disk 1,50,persistent,THIN,/
cache-09322,Hard disk 1,40,persistent,THIN,/
app-09324,Hard disk 1,50,persistent,THIN,/
app-09324,Hard disk 2,107,persistent,THIN,/data
web-09326,Hard disk 1,40,persistent,THIN,/
db-09327,Hard disk 1,50,persistent,THIN,/
db-09327,Hard disk 2,443,persistent,THIN,/data
app-09328,Hard disk 1,50,persistent,THIN,/
app-09328,Hard disk 2,121,persistent,THIN,/data
cache-09329,Hard disk 1,40,persistent,THIN,/
app-09330,Hard disk 1,50,persistent,THIN,/
app-09330,Hard disk 2,115,persistent,THIN,/data
srv-09331,Hard disk 1,50,persistent,THIN,/
srv-09332,Hard disk 1,50,persistent,THIN,/
app-09333,Hard disk 1,50,persistent,THIN,/
app-09333,Hard disk 2,88,persistent,THIN,/data
db-09334,Hard disk 1,50,persistent,THIN,/
db-09334,Hard disk 2,434,persistent,THIN,/data
app-09335,Hard disk 1,50,persistent,THIN,/
app-09335,Hard disk 2,100,persistent,THIN,/data
app-09336,Hard disk 1,50,persistent,THIN,/
app-09336,Hard disk 2,123,persistent,THIN,/data
app-09337,Hard disk 1,50,persistent,THIN,/
app-09337,Hard disk 2,119,persistent,THIN,/data
app-09338,Hard disk 1,50,persistent,THIN,/
app-09338,Hard disk 2,87,persistent,THIN,/data
app-09339,Hard disk 1,50,persistent,THIN,/
app-09339,Hard disk 2,113,persistent,THIN,/data
srv-09341,Hard disk 1,50,persistent,THIN,/
app-09342,Hard disk 1,50,persistent,THIN,/
app-09342,Hard disk 2,104,persistent,THIN,/data
srv-09345,Hard disk 1,50,persistent,THIN,/
app-09346,Hard disk 1,50,persistent,THIN,/
app-09346,Hard disk 2,124,persistent,THIN,/data
app-09347,Hard disk 1,50,persistent,THIN,/
app-09347,Hard disk 2,84,persistent,THIN,/data
app-09348,Hard disk 1,50,persistent,THIN,/
app-09348,Hard disk 2,80,persistent,THIN,/data
srv-09349,Hard disk 1,50,persistent,THIN,/
web-09350,Hard disk 1,40,persistent,THIN,/
srv-09351,Hard disk 1,50,persistent,THIN,/
app-09352,Hard disk 1,50,persistent,THIN,/
app-09352,Hard disk 2,82,persistent,THIN,/data
web-09353,Hard disk 1,40,persistent,THIN,/
cache-09354,Hard disk 1,40,persistent,THIN,/
srv-09355,Hard disk 1,50,persistent,THIN,/
web-09356,Hard disk 1,40,persistent,THIN,/
srv-09357,Hard disk 1,50,persistent,THIN,/
web-09358,Hard disk 1,40,persistent,THIN,/
app-09359,Hard disk 1,50,persistent,THIN,/
app-09359,Hard disk 2,103,persistent,THIN,/data
db-09360,Hard disk 1,50,persistent,THIN,/
db-09360,Hard disk 2,439,persistent,THIN,/data
srv-09361,Hard disk 1,50,persistent,THIN,/
app-09362,Hard disk 1,50,persistent,THIN,/
app-09362,Hard disk 2,109,persistent,THIN,/data
app-09363,Hard disk 1,50,persistent,THIN,/
app-09363,Hard disk 2,129,persistent,THIN,/data
srv-09364,Hard disk 1,50,persistent,THIN,/
srv-09365,Hard disk 1,50,persistent,THIN,/
srv-09366,Hard disk 1,50,persistent,THIN,/
db-09367,Hard disk 1,50,persistent,THIN,/
db-09367,Hard disk 2,436,persistent,THIN,/data
srv-09369,Hard disk 1,50,persistent,THIN,/
srv-09370,Hard disk 1,50,persistent,THIN,/
app-09371,Hard disk 1,50,persistent,THIN,/
app-09371,Hard disk 2,86,persistent,THIN,/data
app-09372,Hard disk 1,50,persistent,THIN,/
app-09372,Hard disk 2,126,persistent,THIN,/data
cache-09373,Hard disk 1,40,persistent,THIN,/
srv-09375,Hard disk 1,50,persistent,THIN,/
app-09376,Hard disk 1,50,persistent,THIN,/
app-09376,Hard disk 2,93,persistent,THIN,/data
srv-09377,Hard disk 1,50,persistent,THIN,/
srv-09378,Hard disk 1,50,persistent,THIN,/
app-09379,Hard disk 1,50,persistent,THIN,/
app-09379,Hard disk 2,84,persistent,THIN,/data
db-09380,Hard disk 1,50,persistent,THIN,/
db-09380,Hard disk 2,418,persistent,THIN,/data
web-09381,Hard disk 1,40,persistent,THIN,/
db-09382,Hard disk 1,50,persistent,THIN,/
db-09382,Hard disk 2,430,persistent,THIN,/data
app-09383,Hard disk 1,50,persistent,THIN,/
app-09383,Hard disk 2,104,persistent,THIN,/data
app-09384,Hard disk 1,50,persistent,THIN,/
app-09384,Hard disk 2,85,persistent,THIN,/data
web-09385,Hard disk 1,40,persistent,THIN,/
web-09386,Hard disk 1,40,persistent,THIN,/
app-09387,Hard disk 1,50,persistent,THIN,/
app-09387,Hard disk 2,116,persistent,THIN,/data
db-09388,Hard disk 1,50,persistent,THIN,/
db-09388,Hard disk 2,429,persistent,THIN,/data
srv-09389,Hard disk 1,50,persistent,THIN,/
app-09390,Hard disk 1,50,persistent,THIN,/
app-09390,Hard disk 2,119,persistent,THIN,/data
app-09391,Hard disk 1,50,persistent,THIN,/
app-09391,Hard disk 2,85,persistent,THIN,/data
app-09392,Hard disk 1,50,persistent,THIN,/
app-09392,Hard disk 2,119,persistent,THIN,/data
srv-09393,Hard disk 1,50,persistent,THIN,/
srv-09394,Hard disk 1,50,persistent,THIN,/
srv-09395,Hard disk 1,50,persistent,THIN,/
app-09396,Hard disk 1,50,persistent,THIN,/
app-09396,Hard disk 2,120,persistent,THIN,/data
app-09397,Hard disk 1,50,persistent,THIN,/
app-09397,Hard disk 2,98,persistent,THIN,/data
app-09398,Hard disk 1,50,persistent,THIN,/
app-09398,Hard disk 2,84,persistent,THIN,/data
app-09399,Hard disk 1,50,persistent,THIN,/
app-09399,Hard disk 2,81,persistent,THIN,/data
srv-09400,Hard disk 1,50,persistent,THIN,/
srv-09401,Hard disk 1,50,persistent,THIN,/
app-09402,Hard disk 1,50,persistent,THIN,/
app-09402,Hard disk 2,101,persistent,THIN,/data
app-09403,Hard disk 1,50,persistent,THIN,/
app-09403,Hard disk 2,128,persistent,THIN,/data
srv-09405,Hard disk 1,50,persistent,THIN,/
app-09406,Hard disk 1,50,persistent,THIN,/
app-09406,Hard disk 2,127,persistent,THIN,/data
app-09407,Hard disk 1,50,persistent,THIN,/
app-09407,Hard disk 2,99,persistent,THIN,/data
mon-09408,Hard disk 1,40,persistent,THIN,/
app-09409,Hard disk 1,50,persistent,THIN,/
app-09409,Hard disk 2,98,persistent,THIN,/data
app-09410,Hard disk 1,50,persistent,THIN,/
app-09410,Hard disk 2,89,persistent,THIN,/data
web-09411,Hard disk 1,40,persistent,THIN,/
app-09412,Hard disk 1,50,persistent,THIN,/
app-09412,Hard disk 2,88,persistent,THIN,/data
app-09413,Hard disk 1,50,persistent,THIN,/
app-09413,Hard disk 2,107,persistent,THIN,/data
web-09415,Hard disk 1,40,persistent,THIN,/
srv-09416,Hard disk 1,50,persistent,THIN,/
db-09417,Hard disk 1,50,persistent,THIN,/
db-09417,Hard disk 2,407,persistent,THIN,/data
cache-09419,Hard disk 1,40,persistent,THIN,/
app-09420,Hard disk 1,50,persistent,THIN,/
app-09420,Hard disk 2,130,persistent,THIN,/data
srv-09421,Hard disk 1,50,persistent,THIN,/
srv-09422,Hard disk 1,50,persistent,THIN,/
db-09423,Hard disk 1,50,persistent,THIN,/
db-09423,Hard disk 2,426,persistent,THIN,/data
app-09424,Hard disk 1,50,persistent,THIN,/
app-09424,Hard disk 2,124,persistent,THIN,/data
app-09425,Hard disk 1,50,persistent,THIN,/
app-09425,Hard disk 2,110,persistent,THIN,/data
web-09426,Hard disk 1,40,persistent,THIN,/
srv-09428,Hard disk 1,50,persistent,THIN,/
db-09429,Hard disk 1,50,persistent,THIN,/
db-09429,Hard disk 2,406,persistent,THIN,/data
app-09431,Hard disk 1,50,persistent,THIN,/
app-09431,Hard disk 2,109,persistent,THIN,/data
web-09433,Hard disk 1,40,persistent,THIN,/
web-09434,Hard disk 1,40,persistent,THIN,/
srv-09435,Hard disk 1,50,persistent,THIN,/
app-09436,Hard disk 1,50,persistent,THIN,/
app-09436,Hard disk 2,116,persistent,THIN,/data
srv-09437,Hard disk 1,50,persistent,THIN,/
app-09438,Hard disk 1,50,persistent,THIN,/
app-09438,Hard disk 2,111,persistent,THIN,/data
cache-09439,Hard disk 1,40,persistent,THIN,/
app-09442,Hard disk 1,50,persistent,THIN,/
app-09442,Hard disk 2,91,persistent,THIN,/data
web-09443,Hard disk 1,40,persistent,THIN,/
srv-09444,Hard disk 1,50,persistent,THIN,/
db-09445,Hard disk 1,50,persistent,THIN,/
db-09445,Hard disk 2,400,persistent,THIN,/data
srv-09447,Hard disk 1,50,persistent,THIN,/
app-09448,Hard disk 1,50,persistent,THIN,/
app-09448,Hard disk 2,98,persistent,THIN,/data
srv-09449,Hard disk 1,50,persistent,THIN,/
web-09452,Hard disk 1,40,persistent,THIN,/
db-09454,Hard disk 1,50,persistent,THIN,/
db-09454,Hard disk 2,404,persistent,THIN,/data
srv-09455,Hard disk 1,50,persistent,THIN,/
app-09456,Hard disk 1,50,persistent,THIN,/
app-09456,Hard disk 2,81,persistent,THIN,/data
srv-09458,Hard disk 1,50,persistent,THIN,/
db-09459,Hard disk 1,50,persistent,THIN,/
db-09459,Hard disk 2,414,persistent,THIN,/data
app-09460,Hard disk 1,50,persistent,THIN,/
app-09460,Hard disk 2,121,persistent,THIN,/data
mon-09461,Hard disk 1,40,persistent,THIN,/
srv-09462,Hard disk 1,50,persistent,THIN,/
web-09463,Hard disk 1,40,persistent,THIN,/
db-09465,Hard disk 1,50,persistent,THIN,/
db-09465,Hard disk 2,447,persistent,THIN,/data
app-09466,Hard disk 1,50,persistent,THIN,/
app-09466,Hard disk 2,104,persistent,THIN,/data
app-09467,Hard disk 1,50,persistent,THIN,/
app-09467,Hard disk 2,88,persistent,THIN,/data
app-09468,Hard disk 1,50,persistent,THIN,/
app-09468,Hard disk 2,95,persistent,THIN,/data
app-09469,Hard disk 1,50,persistent,THIN,/
app-09469,Hard disk 2,117,persistent,THIN,/data
db-09470,Hard disk 1,50,persistent,THIN,/
db-09470,Hard disk 2,447,persistent,THIN,/data
srv-09471,Hard disk 1,50,persistent,THIN,/
app-09472,Hard disk 1,50,persistent,THIN,/
app-09472,Hard disk 2,95,persistent,THIN,/data
app-09473,Hard disk 1,50,persistent,THIN,/
app-09473,Hard disk 2,107,persistent,THIN,/data
app-09474,Hard disk 1,50,persistent,THIN,/
app-09474,Hard disk 2,129,persistent,THIN,/data
srv-09476,Hard disk 1,50,persistent,THIN,/
app-09477,Hard disk 1,50,persistent,THIN,/
app-09477,Hard disk 2,80,persistent,THIN,/data
srv-09478,Hard disk 1,50,persistent,THIN,/
mon-09479,Hard disk 1,40,persistent,THIN,/
srv-09480,Hard disk 1,50,persistent,THIN,/
app-09481,Hard disk 1,50,persistent,THIN,/
app-09481,Hard disk 2,120,persistent,THIN,/data
srv-09483,Hard disk 1,50,persistent,THIN,/
srv-09485,Hard disk 1,50,persistent,THIN,/
srv-09486,Hard disk 1,50,persistent,THIN,/
app-09487,Hard disk 1,50,persistent,THIN,/
app-09487,Hard disk 2,81,persistent,THIN,/data
app-09489,Hard disk 1,50,persistent,THIN,/
app-09489,Hard disk 2,90,persistent,THIN,/data
web-09490,Hard disk 1,40,persistent,THIN,/
srv-09491,Hard disk 1,50,persistent,THIN,/
app-09494,Hard disk 1,50,persistent,THIN,/
app-09494,Hard disk 2,113,persistent,THIN,/data
app-09495,Hard disk 1,50,persistent,THIN,/
app-09495,Hard disk 2,116,persistent,THIN,/data
app-09496,Hard disk 1,50,persistent,THIN,/
app-09496,Hard disk 2,112,persistent,THIN,/data
web-09497,Hard disk 1,40,persistent,THIN,/
app-09498,Hard disk 1,50,persistent,THIN,/
app-09498,Hard disk 2,129,persistent,THIN,/data
srv-09499,Hard disk 1,50,persistent,THIN,/
db-09500,Hard disk 1,50,persistent,THIN,/
db-09500,Hard disk 2,421,persistent,THIN,/data
db-09501,Hard disk 1,50,persistent,THIN,/
db-09501,Hard disk 2,403,persistent,THIN,/data
srv-09503,Hard disk 1,50,persistent,THIN,/
db-09505,Hard disk 1,50,persistent,THIN,/
db-09505,Hard disk 2,409,persistent,THIN,/data
srv-09506,Hard disk 1,50,persistent,THIN,/
app-09507,Hard disk 1,50,persistent,THIN,/
app-09507,Hard disk 2,108,persistent,THIN,/data
app-09508,Hard disk 1,50,persistent,THIN,/
app-09508,Hard disk 2,80,persistent,THIN,/data
web-09510,Hard disk 1,40,persistent,THIN,/
app-09512,Hard disk 1,50,persistent,THIN,/
app-09512,Hard disk 2,99,persistent,THIN,/data
cache-09513,Hard disk 1,40,persistent,THIN,/
app-09514,Hard disk 1,50,persistent,THIN,/
app-09514,Hard disk 2,127,persistent,THIN,/data
app-09515,Hard disk 1,50,persistent,THIN,/
app-09515,Hard disk 2,130,persistent,THIN,/data
cache-09516,Hard disk 1,40,persistent,THIN,/
mon-09517,Hard disk 1,40,persistent,THIN,/
db-09518,Hard disk 1,50,persistent,THIN,/
db-09518,Hard disk 2,421,persistent,THIN,/data
web-09519,Hard disk 1,40,persistent,THIN,/
srv-09520,Hard disk 1,50,persistent,THIN,/
app-09522,Hard disk 1,50,persistent,THIN,/
app-09522,Hard disk 2,127,persistent,THIN,/data
app-09523,Hard disk 1,50,persistent,THIN,/
app-09523,Hard disk 2,108,persistent,THIN,/data
app-09524,Hard disk 1,50,persistent,THIN,/
app-09524,Hard disk 2,117,persistent,THIN,/data
app-09525,Hard disk 1,50,persistent,THIN,/
app-09525,Hard disk 2,111,persistent,THIN,/data
srv-09526,Hard disk 1,50,persistent,THIN,/
srv-09527,Hard disk 1,50,persistent,THIN,/
app-09528,Hard disk 1,50,persistent,THIN,/
app-09528,Hard disk 2,83,persistent,THIN,/data
db-09529,Hard disk 1,50,persistent,THIN,/
db-09529,Hard disk 2,448,persistent,THIN,/data
srv-09530,Hard disk 1,50,persistent,THIN,/
app-09531,Hard disk 1,50,persistent,THIN,/
app-09531,Hard disk 2,105,persistent,THIN,/data
app-09532,Hard disk 1,50,persistent,THIN,/
app-09532,Hard disk 2,95,persistent,THIN,/data
db-09533,Hard disk 1,50,persistent,THIN,/
db-09533,Hard disk 2,423,persistent,THIN,/data
srv-09534,Hard disk 1,50,persistent,THIN,/
srv-09535,Hard disk 1,50,persistent,THIN,/
mon-09536,Hard disk 1,40,persistent,THIN,/
app-09538,Hard disk 1,50,persistent,THIN,/
app-09538,Hard disk 2,107,persistent,THIN,/data
db-09539,Hard disk 1,50,persistent,THIN,/
db-09539,Hard disk 2,422,persistent,THIN,/data
app-09540,Hard disk 1,50,persistent,THIN,/
app-09540,Hard disk 2,102,persistent,THIN,/data
srv-09541,Hard disk 1,50,persistent,THIN,/
srv-09542,Hard disk 1,50,persistent,THIN,/
cache-09544,Hard disk 1,40,persistent,THIN,/
srv-09545,Hard disk 1,50,persistent,THIN,/
db-09546,Hard disk 1,50,persistent,THIN,/
db-09546,Hard disk 2,404,persistent,THIN,/data
db-09547,Hard disk 1,50,persistent,THIN,/
db-09547,Hard disk 2,439,persistent,THIN,/data
db-09548,Hard disk 1,50,persistent,THIN,/
db-09548,Hard disk 2,425,persistent,THIN,/data
srv-09549,Hard disk 1,50,persistent,THIN,/
srv-09550,Hard disk 1,50,persistent,THIN,/
srv-09551,Hard disk 1,50,persistent,THIN,/
srv-09552,Hard disk 1,50,persistent,THIN,/
app-09553,Hard disk 1,50,persistent,THIN,/
app-09553,Hard disk 2,119,persistent,THIN,/data
web-09554,Hard disk 1,40,persistent,THIN,/
app-09555,Hard disk 1,50,persistent,THIN,/
app-09555,Hard disk 2,118,persistent,THIN,/data
app-09556,Hard disk 1,50,persistent,THIN,/
app-09556,Hard disk 2,96,persistent,THIN,/data
srv-09557,Hard disk 1,50,persistent,THIN,/
db-09558,Hard disk 1,50,persistent,THIN,/
db-09558,Hard disk 2,407,persistent,THIN,/data
